Prot_A,Prot_B,score,Disease
PSMC5,PSMD4,0.999,Alzheimer's Disease
PSMC1,PSMB9,0.986,Alzheimer's Disease
PSMD11,PSMB9,0.977,Alzheimer's Disease
PSMD1,PSMB9,0.972,Alzheimer's Disease
PSMC5,PSMB9,0.924,Alzheimer's Disease
PSMD12,PSMB9,0.985,Alzheimer's Disease
PSMD4,PSMC2,0.999,Alzheimer's Disease
PSMB9,PSMC2,0.963,Alzheimer's Disease
PSMB9,PSMC6,0.975,Alzheimer's Disease
PSMB8,PSMC2,0.972,Alzheimer's Disease
PSMA3,UBQLN4,0.995,Alzheimer's Disease
PSMC1,UBQLN4,0.995,Alzheimer's Disease
CPX-5993,UBQLN4,0.994,Alzheimer's Disease
PSMB5,UBQLN4,0.994,Alzheimer's Disease
UBQLN4,PSMB3,0.994,Alzheimer's Disease
UBQLN4,PSMA1,0.995,Alzheimer's Disease
PSMD8,PSMB9,0.983,Alzheimer's Disease
PSMD7,PSMB9,0.975,Alzheimer's Disease
PSMD7,PSMB3,0.999,Alzheimer's Disease
PSMD3,PSMB9,0.974,Alzheimer's Disease
PSMD3,PSMB2,0.998,Alzheimer's Disease
PSMD3,PSMB3,0.999,Alzheimer's Disease
PLCG1,GNAQ,0.933,Alzheimer's Disease
GNAQ,PLCG2,0.927,Alzheimer's Disease
PLAAT3,PLB1,0.922,Alzheimer's Disease
DHRS4,CYP27C1,0.919,Alzheimer's Disease
DHRS4,LRAT,0.922,Alzheimer's Disease
CYP27C1,LRAT,0.92,Alzheimer's Disease
AOC2,GLO1,0.816,Alzheimer's Disease
SDHA,NDUFS2,0.998,Alzheimer's Disease
SDHA,NDUFS8,0.999,Alzheimer's Disease
AOC3,GLO1,0.813,Alzheimer's Disease
NDUFS8,NDUFA6,0.999,Alzheimer's Disease
MAOA,GLO1,0.844,Alzheimer's Disease
NDUFS2,NDUFA6,0.999,Alzheimer's Disease
GLO1,MAOB,0.833,Alzheimer's Disease
GLO1,HAGH,0.999,Alzheimer's Disease
GNG2,GPR17,0.903,Alzheimer's Disease
GNB1,GPR17,0.947,Alzheimer's Disease
GPR17,GNAI1,0.909,Alzheimer's Disease
NMNAT2,QPRT,0.989,Alzheimer's Disease
NADSYN1,QPRT,0.942,Alzheimer's Disease
NMNAT1,QPRT,0.991,Alzheimer's Disease
P2RX5,P2RX7,0.948,Alzheimer's Disease
P2RX5,P2RX6,0.971,Alzheimer's Disease
P2RX5,P2RX4,0.977,Alzheimer's Disease
P2RX5,P2RX1,0.982,Alzheimer's Disease
P2RX5,P2RX3,0.986,Alzheimer's Disease
P2RX1,P2RX7,0.987,Alzheimer's Disease
PANX1,P2RX7,0.995,Alzheimer's Disease
P2RX3,P2RX7,0.979,Alzheimer's Disease
GNAQ,P2RY2,0.985,Alzheimer's Disease
GNAQ,PLCB1,0.999,Alzheimer's Disease
ENTPD3,ENTPD1,0.917,Alzheimer's Disease
P2RY2,SFTPC,0.75,Alzheimer's Disease
P2RX7,P2RX6,0.949,Alzheimer's Disease
P2RX7,P2RX4,0.995,Alzheimer's Disease
ATP6V1D,TCIRG1,0.994,Alzheimer's Disease
ATP6V1D,ATP6V0C,0.999,Alzheimer's Disease
ATP12A,PPA2,0.926,Alzheimer's Disease
ATP12A,PPA1,0.961,Alzheimer's Disease
ATP4A,PPA2,0.926,Alzheimer's Disease
ATP4A,PPA1,0.961,Alzheimer's Disease
TCIRG1,ATP6V0C,0.998,Alzheimer's Disease
PPA2,PPA1,0.911,Alzheimer's Disease
ATP12A,ATP1A1,0.725,Alzheimer's Disease
ATP12A,ATP1A3,0.725,Alzheimer's Disease
ATP12A,ATP1A2,0.725,Alzheimer's Disease
ATP1A2,ATP1A1,0.936,Alzheimer's Disease
ATP1A2,ATP1A3,0.978,Alzheimer's Disease
ATP1A3,ATP1A1,0.947,Alzheimer's Disease
ATP12A,ATP1B2,0.835,Alzheimer's Disease
ATP12A,ATP1B1,0.957,Alzheimer's Disease
ATP1B2,ATP1B1,0.971,Alzheimer's Disease
GRP,NMBR,0.998,Alzheimer's Disease
GRP,GRPR,0.999,Alzheimer's Disease
NMBR,GRPR,0.927,Alzheimer's Disease
BIK,BCL2L2,0.991,Alzheimer's Disease
BIK,BCL2L1,0.999,Alzheimer's Disease
BCL2L2,BAX,0.93,Alzheimer's Disease
BCL2L2,BID,0.932,Alzheimer's Disease
BCL2L2,BAK1,0.959,Alzheimer's Disease
BCL2L2,BBC3,0.979,Alzheimer's Disease
BCL2L2,BCL2L11,0.999,Alzheimer's Disease
HRK,BCL2L1,0.999,Alzheimer's Disease
BAX,BAK1,0.996,Alzheimer's Disease
BAX,BCL2L11,0.998,Alzheimer's Disease
BAX,BID,0.998,Alzheimer's Disease
BAX,BCL2L1,0.999,Alzheimer's Disease
BAX,MCL1,0.999,Alzheimer's Disease
USP9X,MCL1,0.958,Alzheimer's Disease
BID,BBC3,0.961,Alzheimer's Disease
BID,BCL2L11,0.982,Alzheimer's Disease
BID,MCL1,0.996,Alzheimer's Disease
BID,BAK1,0.999,Alzheimer's Disease
HUWE1,MCL1,0.996,Alzheimer's Disease
BECN1,BCL2L1,0.999,Alzheimer's Disease
MCL1,FBXW7,0.945,Alzheimer's Disease
MCL1,BCL2L1,0.989,Alzheimer's Disease
MCL1,BBC3,0.998,Alzheimer's Disease
MCL1,BAK1,0.998,Alzheimer's Disease
MCL1,BCL2L11,0.999,Alzheimer's Disease
BAK1,VDAC1,0.899,Alzheimer's Disease
BAK1,BCL2L11,0.998,Alzheimer's Disease
BAK1,BCL2L1,0.999,Alzheimer's Disease
BCL2L1,VDAC1,0.998,Alzheimer's Disease
BCL2L1,BBC3,0.999,Alzheimer's Disease
BCL2L1,BCL2L11,0.999,Alzheimer's Disease
BCL2L11,BBC3,0.971,Alzheimer's Disease
AHR,RB1,0.727,Alzheimer's Disease
AHR,ESR1,0.906,Alzheimer's Disease
AHR,PTGES3,0.908,Alzheimer's Disease
AHR,HSP90AA1,0.992,Alzheimer's Disease
AHR,HSP90AB1,0.995,Alzheimer's Disease
CPX-3230,CPX-3229,0.94,Alzheimer's Disease
IAPP,IDE,0.991,Alzheimer's Disease
IDE,NPPB,0.912,Alzheimer's Disease
IDE,TGFA,0.923,Alzheimer's Disease
IDE,CCL4,0.932,Alzheimer's Disease
IDE,NPPA,0.938,Alzheimer's Disease
IDE,IGF2,0.95,Alzheimer's Disease
IDE,UBB,0.95,Alzheimer's Disease
IDE,RPS27A,0.952,Alzheimer's Disease
IDE,CCL3,0.953,Alzheimer's Disease
IDE,UBC,0.973,Alzheimer's Disease
IDE,GCG,0.977,Alzheimer's Disease
INS,TGFA,0.956,Alzheimer's Disease
STS,DHCR24,0.81,Alzheimer's Disease
STS,DHCR7,0.813,Alzheimer's Disease
KPNA3,KPNA1,0.946,Alzheimer's Disease
RANBP2,NUP98,0.999,Alzheimer's Disease
NUP98,NUP153,0.999,Alzheimer's Disease
KPNA1,KPNA6,0.887,Alzheimer's Disease
PHAX,RAN,0.917,Alzheimer's Disease
P2RX5,GRIN2C,0.906,Alzheimer's Disease
P2RX5,GRIN2A,0.907,Alzheimer's Disease
P2RX5,CPX-289,0.908,Alzheimer's Disease
P2RX5,GRIN1,0.909,Alzheimer's Disease
CPX-289,P2RX7,0.902,Alzheimer's Disease
GRIN2C,P2RX7,0.906,Alzheimer's Disease
P2RX7,GRIN2A,0.909,Alzheimer's Disease
P2RX7,GRIN1,0.909,Alzheimer's Disease
ST14,SPINT1,0.998,Alzheimer's Disease
ATIC,ENTPD6,0.907,Alzheimer's Disease
GMPR,ENTPD6,0.906,Alzheimer's Disease
HPRT1,ENTPD6,0.9,Alzheimer's Disease
IMPDH2,ENTPD6,0.907,Alzheimer's Disease
ENTPD6,AMPD3,0.906,Alzheimer's Disease
ENTPD6,GMPS,0.916,Alzheimer's Disease
ENTPD6,AMPD1,0.916,Alzheimer's Disease
ENTPD6,AMPD2,0.918,Alzheimer's Disease
CPX-2556,H2AZ2,0.995,Alzheimer's Disease
CPX-2556,H2AX,0.998,Alzheimer's Disease
EP300,H2BC12,0.959,Alzheimer's Disease
H2AZ2,H2BC21,0.989,Alzheimer's Disease
H2AZ2,CPX-2556,0.991,Alzheimer's Disease
H2BC12,H2AX,0.976,Alzheimer's Disease
H2BC21,H2AX,0.998,Alzheimer's Disease
TIMP1,MMP14,0.999,Alzheimer's Disease
MMP2,NCF1,0.928,Alzheimer's Disease
MMP2,HBEGF,0.939,Alzheimer's Disease
MMP2,CYBA,0.949,Alzheimer's Disease
MMP2,CYBB,0.957,Alzheimer's Disease
MMP2,EDN1,0.958,Alzheimer's Disease
MMP2,COL18A1,0.96,Alzheimer's Disease
MMP2,SRC,0.972,Alzheimer's Disease
MMP2,THBS1,0.985,Alzheimer's Disease
MMP2,TIMP3,0.996,Alzheimer's Disease
MMP2,MMP14,0.997,Alzheimer's Disease
HBEGF,MMP14,0.938,Alzheimer's Disease
HBEGF,MMP9,0.95,Alzheimer's Disease
CYBA,MMP9,0.941,Alzheimer's Disease
CYBA,CYBB,0.999,Alzheimer's Disease
CYBA,NCF1,0.999,Alzheimer's Disease
TIMP2,MMP14,0.999,Alzheimer's Disease
NCF1,MMP9,0.95,Alzheimer's Disease
COL18A1,MMP9,0.92,Alzheimer's Disease
SOX9,SRY,0.822,Alzheimer's Disease
SOX9,GATA4,0.977,Alzheimer's Disease
SOX9,NR5A1,0.987,Alzheimer's Disease
NR5A2,NR0B1,0.967,Alzheimer's Disease
NR5A1,GATA4,0.96,Alzheimer's Disease
NR5A1,WT1,0.969,Alzheimer's Disease
NR5A1,SRY,0.986,Alzheimer's Disease
NR5A1,NR0B1,0.999,Alzheimer's Disease
COX7C,UQCRB,0.999,Alzheimer's Disease
NR3C1,HDAC1,0.929,Alzheimer's Disease
NCOR1,TAB2,0.999,Alzheimer's Disease
PPARG,MECP2,0.883,Alzheimer's Disease
HDAC1,MECP2,0.999,Alzheimer's Disease
TFRC,TFR2,0.909,Alzheimer's Disease
TFRC,B2M,0.998,Alzheimer's Disease
TFRC,TF,0.999,Alzheimer's Disease
TFRC,HFE,0.999,Alzheimer's Disease
TF,B2M,0.777,Alzheimer's Disease
TF,HFE,0.791,Alzheimer's Disease
TF,TFR2,0.837,Alzheimer's Disease
HFE,TFR2,0.999,Alzheimer's Disease
HFE,B2M,0.999,Alzheimer's Disease
TFR2,B2M,0.863,Alzheimer's Disease
COL12A1,MMP12,0.818,Alzheimer's Disease
PDGFRB,PIK3CD,0.932,Alzheimer's Disease
PDGFRB,PTEN,0.95,Alzheimer's Disease
PDGFRB,PIK3R3,0.955,Alzheimer's Disease
PIK3R3,GAB2,0.91,Alzheimer's Disease
PIK3R3,KIT,0.932,Alzheimer's Disease
PIK3CA,GAB2,0.927,Alzheimer's Disease
PIK3CA,IRS2,0.984,Alzheimer's Disease
KIT,PIK3CD,0.94,Alzheimer's Disease
GAB2,PIK3CD,0.914,Alzheimer's Disease
GAB2,PIK3CB,0.966,Alzheimer's Disease
IRS2,PIK3CD,0.932,Alzheimer's Disease
IRS2,PIK3CG,0.938,Alzheimer's Disease
IRS2,PIK3CB,0.947,Alzheimer's Disease
SIRT4,PNP,0.913,Alzheimer's Disease
SIRT4,NNMT,0.915,Alzheimer's Disease
SIRT4,CD38,0.921,Alzheimer's Disease
SIRT4,NMNAT2,0.945,Alzheimer's Disease
SIRT4,NMNAT1,0.949,Alzheimer's Disease
SIRT4,NAMPT,0.959,Alzheimer's Disease
NAMPT,CYBB,0.923,Alzheimer's Disease
NAMPT,NT5E,0.926,Alzheimer's Disease
NAMPT,SIRT7,0.948,Alzheimer's Disease
CD38,SIRT7,0.921,Alzheimer's Disease
NT5E,NMNAT2,0.969,Alzheimer's Disease
NT5E,NMNAT1,0.971,Alzheimer's Disease
NMNAT2,SIRT7,0.941,Alzheimer's Disease
SIRT7,PNP,0.909,Alzheimer's Disease
SIRT7,NNMT,0.91,Alzheimer's Disease
SIRT7,NMNAT1,0.942,Alzheimer's Disease
PNP,SIRT3,0.914,Alzheimer's Disease
MDM2,UBE2D1,0.997,Alzheimer's Disease
MDM2,NUMB,0.998,Alzheimer's Disease
MDM2,TP73,0.998,Alzheimer's Disease
MDM2,RB1,0.999,Alzheimer's Disease
MDM2,UBE2D2,0.999,Alzheimer's Disease
MDM2,CDKN2A,0.999,Alzheimer's Disease
MDM2,RPL11,0.999,Alzheimer's Disease
MDM2,RPL5,0.999,Alzheimer's Disease
EP300,TP73,0.927,Alzheimer's Disease
EP300,AR,0.952,Alzheimer's Disease
TP53,NUMB,0.94,Alzheimer's Disease
TP53,RPL5,0.945,Alzheimer's Disease
TP53,RPL11,0.971,Alzheimer's Disease
TP53,TP73,0.985,Alzheimer's Disease
TP53,CDKN2A,0.999,Alzheimer's Disease
RPS27A,UBE2D1,0.993,Alzheimer's Disease
RPS27A,UBE2D2,0.996,Alzheimer's Disease
RPS27A,RPL11,0.999,Alzheimer's Disease
RPS27A,RPL5,0.999,Alzheimer's Disease
MDM4,TP73,0.922,Alzheimer's Disease
MDM4,UBE2D2,0.953,Alzheimer's Disease
MDM4,CDKN2A,0.963,Alzheimer's Disease
UBE2D1,UBE2D2,0.943,Alzheimer's Disease
RCOR1,HMG20A,0.938,Alzheimer's Disease
HMG20B,HMG20A,0.932,Alzheimer's Disease
HDAC1,HMG20A,0.878,Alzheimer's Disease
HMG20A,KDM1A,0.9,Alzheimer's Disease
HMG20A,HDAC2,0.919,Alzheimer's Disease
HMG20A,RCOR3,0.93,Alzheimer's Disease
INMT,AANAT,0.912,Alzheimer's Disease
INMT,IDO1,0.913,Alzheimer's Disease
INMT,IDO2,0.942,Alzheimer's Disease
TPH1,IDO2,0.953,Alzheimer's Disease
TPH1,IDO1,0.957,Alzheimer's Disease
TPH1,TDO2,0.964,Alzheimer's Disease
AANAT,IDO1,0.931,Alzheimer's Disease
AANAT,IDO2,0.933,Alzheimer's Disease
AANAT,MAOB,0.937,Alzheimer's Disease
AANAT,MAOA,0.943,Alzheimer's Disease
KYNU,IDO2,0.981,Alzheimer's Disease
KYNU,IDO1,0.983,Alzheimer's Disease
KYNU,AFMID,0.988,Alzheimer's Disease
AFMID,IDO1,0.968,Alzheimer's Disease
AFMID,IDO2,0.974,Alzheimer's Disease
AFMID,TDO2,0.989,Alzheimer's Disease
TPH2,TDO2,0.942,Alzheimer's Disease
TPH2,IDO2,0.952,Alzheimer's Disease
TPH2,IDO1,0.953,Alzheimer's Disease
MAOA,IDO2,0.938,Alzheimer's Disease
MAOA,IDO1,0.939,Alzheimer's Disease
CYP1A2,IDO1,0.93,Alzheimer's Disease
CYP1A2,IDO2,0.95,Alzheimer's Disease
MAOB,IDO2,0.933,Alzheimer's Disease
MAOB,IDO1,0.936,Alzheimer's Disease
IDO1,IDO2,0.919,Alzheimer's Disease
IDO1,TDO2,0.99,Alzheimer's Disease
IDO2,TDO2,0.995,Alzheimer's Disease
CPX-2556,KAT8,0.957,Alzheimer's Disease
CPX-2556,KMT2A,0.982,Alzheimer's Disease
CPX-2556,MSL3,0.992,Alzheimer's Disease
EPC1,WDR5,0.726,Alzheimer's Disease
EPC1,PHF20,0.741,Alzheimer's Disease
EPC1,KANSL1,0.765,Alzheimer's Disease
EPC1,MSL3,0.95,Alzheimer's Disease
EPC1,KAT8,0.958,Alzheimer's Disease
EPC1,MORF4L1,0.997,Alzheimer's Disease
EPC1,TRRAP,0.998,Alzheimer's Disease
EPC1,DMAP1,0.999,Alzheimer's Disease
EPC1,MEAF6,0.999,Alzheimer's Disease
MSL3,WDR5,0.816,Alzheimer's Disease
MSL3,KANSL1,0.842,Alzheimer's Disease
MSL3,PHF20,0.859,Alzheimer's Disease
MSL3,MORF4L1,0.939,Alzheimer's Disease
MSL3,TRRAP,0.945,Alzheimer's Disease
MSL3,MEAF6,0.946,Alzheimer's Disease
MSL3,DMAP1,0.95,Alzheimer's Disease
MSL3,KAT8,0.997,Alzheimer's Disease
MORF4L1,KANSL1,0.722,Alzheimer's Disease
MORF4L1,PHF20,0.906,Alzheimer's Disease
MORF4L1,KAT8,0.967,Alzheimer's Disease
MORF4L1,DMAP1,0.998,Alzheimer's Disease
MORF4L1,TRRAP,0.998,Alzheimer's Disease
MORF4L1,MEAF6,0.999,Alzheimer's Disease
WDR5,MEAF6,0.754,Alzheimer's Disease
WDR5,DMAP1,0.793,Alzheimer's Disease
WDR5,PHF20,0.993,Alzheimer's Disease
WDR5,KAT8,0.994,Alzheimer's Disease
WDR5,KANSL1,0.999,Alzheimer's Disease
WDR5,KMT2A,0.999,Alzheimer's Disease
TRRAP,KANSL1,0.74,Alzheimer's Disease
TRRAP,PHF20,0.768,Alzheimer's Disease
TRRAP,KAT8,0.967,Alzheimer's Disease
TRRAP,DMAP1,0.999,Alzheimer's Disease
TRRAP,MEAF6,0.999,Alzheimer's Disease
DMAP1,KANSL1,0.726,Alzheimer's Disease
DMAP1,PHF20,0.733,Alzheimer's Disease
DMAP1,KAT8,0.965,Alzheimer's Disease
DMAP1,MEAF6,0.999,Alzheimer's Disease
MEAF6,PHF20,0.734,Alzheimer's Disease
MEAF6,KANSL1,0.785,Alzheimer's Disease
MEAF6,KAT8,0.975,Alzheimer's Disease
PHF20,KMT2A,0.946,Alzheimer's Disease
PHF20,KAT8,0.992,Alzheimer's Disease
PHF20,KANSL1,0.999,Alzheimer's Disease
KANSL1,KMT2A,0.953,Alzheimer's Disease
KANSL1,KAT8,0.996,Alzheimer's Disease
KAT8,KMT2A,0.966,Alzheimer's Disease
CPX-2556,BRD2,0.999,Alzheimer's Disease
BRD4,CPX-155,0.918,Alzheimer's Disease
BRD4,BRD3,0.96,Alzheimer's Disease
BRD4,BRD2,0.961,Alzheimer's Disease
BRD3,BRD2,0.992,Alzheimer's Disease
CPX-155,BRD2,0.95,Alzheimer's Disease
BRD2,CPX-2556,0.923,Alzheimer's Disease
CPX-2556,ZMYND8,0.832,Alzheimer's Disease
CPX-2556,TAF7,0.913,Alzheimer's Disease
BRD4,ZNF592,0.828,Alzheimer's Disease
BRD4,DMAP1,0.862,Alzheimer's Disease
BRD3,DMAP1,0.785,Alzheimer's Disease
BRD3,FAM90A1,0.786,Alzheimer's Disease
BRD3,TAF7,0.815,Alzheimer's Disease
TAF7,BRD2,0.821,Alzheimer's Disease
CDK2,CPX-155,0.997,Alzheimer's Disease
RB1,CDK1,0.995,Alzheimer's Disease
SKP2,CPX-155,0.953,Alzheimer's Disease
SKP2,CPX-3946,0.998,Alzheimer's Disease
CPX-155,CPX-2004,0.999,Alzheimer's Disease
SUZ12,PHF1,0.992,Alzheimer's Disease
SUZ12,HDAC2,0.995,Alzheimer's Disease
SUZ12,EED,0.999,Alzheimer's Disease
SUZ12,RBBP7,0.999,Alzheimer's Disease
SUZ12,RBBP4,0.999,Alzheimer's Disease
DNMT3B,HDAC2,0.994,Alzheimer's Disease
EED,HDAC1,0.952,Alzheimer's Disease
EED,PHF1,0.971,Alzheimer's Disease
EED,HDAC2,0.988,Alzheimer's Disease
EED,RBBP4,0.999,Alzheimer's Disease
EED,RBBP7,0.999,Alzheimer's Disease
RBBP4,PHF1,0.938,Alzheimer's Disease
PHF1,RBBP7,0.972,Alzheimer's Disease
BIK,BCL2,0.999,Alzheimer's Disease
TP53,BID,0.856,Alzheimer's Disease
TP53,APAF1,0.974,Alzheimer's Disease
TP53,BAX,0.994,Alzheimer's Disease
TP53,BAK1,0.997,Alzheimer's Disease
BAX,CYCS,0.993,Alzheimer's Disease
CYCS,BAK1,0.975,Alzheimer's Disease
CYCS,BCL2,0.997,Alzheimer's Disease
CYCS,BCL2L1,0.998,Alzheimer's Disease
CYCS,APAF1,0.999,Alzheimer's Disease
CYCS,CASP9,0.999,Alzheimer's Disease
CASP9,BCL2L1,0.992,Alzheimer's Disease
CASP9,APAF1,0.999,Alzheimer's Disease
BNIP3,BCL2L1,0.998,Alzheimer's Disease
BNIP3,BCL2,0.999,Alzheimer's Disease
BAK1,BCL2,0.999,Alzheimer's Disease
BCL2L1,NLRP1,0.998,Alzheimer's Disease
BCL2L1,BAD,0.999,Alzheimer's Disease
BCL2L11,BAD,0.918,Alzheimer's Disease
BCL2L11,BCL2,0.999,Alzheimer's Disease
BAD,BCL2,0.999,Alzheimer's Disease
BCL2,NLRP1,0.999,Alzheimer's Disease
BCL2,BBC3,0.999,Alzheimer's Disease
SOD1,VDAC1,0.996,Alzheimer's Disease
SOD1,BCL2,0.998,Alzheimer's Disease
BCL2,NR4A1,0.999,Alzheimer's Disease
SIRT1,BAX,0.942,Alzheimer's Disease
PPIF,BAK1,0.794,Alzheimer's Disease
AIFM1,BAX,0.929,Alzheimer's Disease
BAX,PRKACB,0.923,Alzheimer's Disease
BAX,PRKACA,0.924,Alzheimer's Disease
BAX,PRKN,0.94,Alzheimer's Disease
BAX,XRCC6,0.972,Alzheimer's Disease
BAK1,TMBIM6,0.918,Alzheimer's Disease
TP53,EHMT2,0.919,Alzheimer's Disease
TP53,KDM1A,0.941,Alzheimer's Disease
DNMT3B,CPX-2556,0.997,Alzheimer's Disease
DNMT1,PCNA,0.991,Alzheimer's Disease
CCND1,RBL1,0.935,Alzheimer's Disease
CCND1,GSK3B,0.987,Alzheimer's Disease
CDK4,GSK3B,0.805,Alzheimer's Disease
CDK4,RBL1,0.941,Alzheimer's Disease
CCND2,RBL1,0.924,Alzheimer's Disease
CCND2,GSK3B,0.938,Alzheimer's Disease
CDK6,RBL1,0.942,Alzheimer's Disease
CDK2,RBL1,0.995,Alzheimer's Disease
RB1,RBL1,0.923,Alzheimer's Disease
GSK3B,CCND3,0.935,Alzheimer's Disease
CCND3,RBL1,0.927,Alzheimer's Disease
MMP13,PLG,0.913,Alzheimer's Disease
APP,PRSS3,0.843,Alzheimer's Disease
NQO1,VKORC1L1,0.906,Alzheimer's Disease
NQO1,VKORC1,0.942,Alzheimer's Disease
VKORC1,VKORC1L1,0.949,Alzheimer's Disease
ITGB4,ITGB8,0.762,Alzheimer's Disease
ITGB4,ITGB2,0.77,Alzheimer's Disease
ITGB4,ITGB3,0.84,Alzheimer's Disease
ITGB4,ITGB5,0.846,Alzheimer's Disease
ITGB4,ITGB1,0.853,Alzheimer's Disease
ITGB4,ITGAL,0.861,Alzheimer's Disease
ITGB4,ITGA4,0.884,Alzheimer's Disease
ITGB4,PTK2,0.964,Alzheimer's Disease
ITGB4,ITGA3,0.982,Alzheimer's Disease
ITGB8,ITGB2,0.911,Alzheimer's Disease
ITGB8,ITGAL,0.926,Alzheimer's Disease
ITGB8,FN1,0.93,Alzheimer's Disease
ITGB8,PTK2,0.933,Alzheimer's Disease
ITGB8,VTN,0.936,Alzheimer's Disease
ITGB8,ITGB1,0.94,Alzheimer's Disease
ITGB8,ITGB5,0.945,Alzheimer's Disease
ITGB8,ITGB3,0.947,Alzheimer's Disease
ITGB8,ITGA4,0.963,Alzheimer's Disease
ITGB8,ITGA3,0.963,Alzheimer's Disease
VTN,ITGB1,0.986,Alzheimer's Disease
VTN,ITGB5,0.995,Alzheimer's Disease
VTN,ITGB3,0.999,Alzheimer's Disease
ITGB5,TLN1,0.909,Alzheimer's Disease
ITGB5,ITGAL,0.936,Alzheimer's Disease
ITGB5,ITGB2,0.943,Alzheimer's Disease
ITGB5,ITGB3,0.954,Alzheimer's Disease
ITGB5,ITGB1,0.96,Alzheimer's Disease
ITGB5,ITGA4,0.967,Alzheimer's Disease
ITGB5,PTK2,0.972,Alzheimer's Disease
ITGB5,ITGA3,0.986,Alzheimer's Disease
ITGB5,FN1,0.995,Alzheimer's Disease
ITGA3,ITGAL,0.914,Alzheimer's Disease
ITGA3,ITGA4,0.948,Alzheimer's Disease
ITGA3,ITGB2,0.969,Alzheimer's Disease
ITGA3,PTK2,0.978,Alzheimer's Disease
ITGA3,ITGB3,0.979,Alzheimer's Disease
ITGA3,FN1,0.999,Alzheimer's Disease
ITGA3,ITGB1,0.999,Alzheimer's Disease
PTK2,ITGA4,0.945,Alzheimer's Disease
FN1,ITGB3,0.999,Alzheimer's Disease
FN1,ITGB1,0.999,Alzheimer's Disease
FN1,ITGA4,0.999,Alzheimer's Disease
ITGAL,ITGB3,0.954,Alzheimer's Disease
ITGAL,ITGA4,0.963,Alzheimer's Disease
ACTN1,ITGB1,0.974,Alzheimer's Disease
ITGB1,ITGA4,0.999,Alzheimer's Disease
ITGA4,ITGB3,0.989,Alzheimer's Disease
ITGA4,ITGB2,0.994,Alzheimer's Disease
ITGB2,ITGB3,0.973,Alzheimer's Disease
TBP,ESR1,0.949,Alzheimer's Disease
TBP,SP1,0.994,Alzheimer's Disease
NR3C1,POU2F1,0.803,Alzheimer's Disease
NR3C1,EP300,0.914,Alzheimer's Disease
POU2F3,POU2F1,0.98,Alzheimer's Disease
POU2F3,POU2F2,0.98,Alzheimer's Disease
EP300,POU2F1,0.917,Alzheimer's Disease
SOX2,POU2F1,0.973,Alzheimer's Disease
XRCC6,POU2F1,0.841,Alzheimer's Disease
POU2F1,XRCC5,0.745,Alzheimer's Disease
POU2F1,BRCA1,0.919,Alzheimer's Disease
POU2F1,POU2F2,0.981,Alzheimer's Disease
MEP1B,MME,0.925,Alzheimer's Disease
MEP1B,DPP4,0.925,Alzheimer's Disease
MEP1B,PRCP,0.937,Alzheimer's Disease
MEP1B,ACE2,0.957,Alzheimer's Disease
BSG,CAV1,0.996,Alzheimer's Disease
DPP4,ADA,0.999,Alzheimer's Disease
PRCP,MME,0.952,Alzheimer's Disease
PRCP,ACE2,0.972,Alzheimer's Disease
SMARCC1,DPF3,0.991,Alzheimer's Disease
SMARCC1,SMARCE1,0.999,Alzheimer's Disease
SMARCC1,ARID1A,0.999,Alzheimer's Disease
SMARCC1,SMARCD3,0.999,Alzheimer's Disease
SMARCC1,SMARCA4,0.999,Alzheimer's Disease
SMARCC1,ARID1B,0.999,Alzheimer's Disease
SMARCC1,SMARCC2,0.999,Alzheimer's Disease
SMARCC1,SMARCA2,0.999,Alzheimer's Disease
SMARCD3,ARID1B,0.993,Alzheimer's Disease
SMARCD3,DPF3,0.997,Alzheimer's Disease
SMARCD3,SMARCE1,0.999,Alzheimer's Disease
SMARCD3,ARID1A,0.999,Alzheimer's Disease
SMARCD3,SMARCA4,0.999,Alzheimer's Disease
SMARCD3,SMARCC2,0.999,Alzheimer's Disease
SMARCD3,SMARCA2,0.999,Alzheimer's Disease
ARID1A,DPF3,0.995,Alzheimer's Disease
ARID1A,ARID1B,0.999,Alzheimer's Disease
ARID1A,SMARCA4,0.999,Alzheimer's Disease
ARID1A,SMARCE1,0.999,Alzheimer's Disease
ARID1A,SMARCC2,0.999,Alzheimer's Disease
ARID1A,SMARCA2,0.999,Alzheimer's Disease
SMARCE1,CPX-2556,0.947,Alzheimer's Disease
SMARCE1,DPF3,0.992,Alzheimer's Disease
SMARCE1,SMARCC2,0.999,Alzheimer's Disease
SMARCE1,SMARCA2,0.999,Alzheimer's Disease
SMARCE1,SMARCA4,0.999,Alzheimer's Disease
SMARCE1,ARID1B,0.999,Alzheimer's Disease
SMARCA4,DPF3,0.99,Alzheimer's Disease
SMARCA4,CPX-2556,0.995,Alzheimer's Disease
SMARCA4,ARID1B,0.999,Alzheimer's Disease
SMARCA4,SMARCC2,0.999,Alzheimer's Disease
SMARCA4,SMARCA2,0.999,Alzheimer's Disease
CPX-2556,SMARCC2,0.942,Alzheimer's Disease
SMARCA2,DPF3,0.991,Alzheimer's Disease
SMARCA2,SMARCC2,0.999,Alzheimer's Disease
SMARCA2,ARID1B,0.999,Alzheimer's Disease
SMARCC2,DPF3,0.99,Alzheimer's Disease
SMARCC2,ARID1B,0.999,Alzheimer's Disease
DPF3,ARID1B,0.995,Alzheimer's Disease
