UniprotID Prot_A,UniprotID Prot_B,String Score,Prot_A,Prot_B
Q13111,P11473,0.906,CHAF1A,VDR
Q13111,P19793,0.903,CHAF1A,RXRA
Q13111,Q02880,0.912,CHAF1A,TOP2B
Q13111,Q9UIG0,0.936,CHAF1A,BAZ1B
Q13148,O75494,0.957,TARDBP,FUS
Q13148,P22626,0.973,TARDBP,HNRNPA2B1
Q13148,P61978,0.986,TARDBP,HNRNPK
Q13148,Q99459,0.981,TARDBP,CDC5L
Q13153,O14613,0.999,PAK1,CDC42
Q13153,O14713,0.915,PAK1,ITGB1
Q13153,O60271,0.938,PAK1,MAPK8
Q13153,O75369,0.831,PAK1,FLNB
Q13153,O75962,0.918,PAK1,TRIO
Q13153,P15498,0.941,PAK1,VAV1
Q13153,P21333,0.994,PAK1,FLNA
Q13153,P31749,0.98,PAK1,AKT1
Q13153,P45985,0.918,PAK1,MAP2K4
Q13153,P46734,0.945,PAK1,MAP2K3
Q13153,P52564,0.943,PAK1,MAP2K6
Q13153,P52735,0.937,PAK1,VAV2
Q13153,P60763,0.996,PAK1,RAC3
Q13153,P63000,0.989,PAK1,RAC1
Q13153,Q13009,0.916,PAK1,TIAM1
Q13153,Q13177,0.955,PAK1,PAK2
Q13153,Q14185,0.917,PAK1,DOCK1
Q13153,Q9UKW4,0.914,PAK1,VAV3
Q13177,O14613,0.997,PAK2,CDC42
Q13177,P15498,0.923,PAK2,VAV1
Q13177,P45985,0.915,PAK2,MAP2K4
Q13177,P49137,0.912,PAK2,MAPKAPK2
Q13177,P52735,0.909,PAK2,VAV2
Q13177,P63000,0.985,PAK2,RAC1
Q13177,Q16644,0.913,PAK2,MAPKAPK3
Q13177,Q9UKW4,0.908,PAK2,VAV3
Q13216,P23025,0.974,ERCC8,XPA
Q13216,Q13619,0.974,ERCC8,CUL4A
Q13216,Q13620,0.961,ERCC8,CUL4B
Q13216,Q16531,0.997,ERCC8,DDB1
Q13216,Q58WW2,0.909,ERCC8,DCAF6
Q13216,Q7L5Y6,0.901,ERCC8,DET1
Q13216,Q86VP6,0.903,ERCC8,CAND1
Q13216,Q8N5D0,0.914,ERCC8,WDTC1
Q13216,Q8TEB1,0.901,ERCC8,DCAF11
Q13216,Q92905,0.937,ERCC8,COPS5
Q13216,Q969U6,0.901,ERCC8,FBXW5
Q13216,Q96JK2,0.9,ERCC8,DCAF5
Q13216,Q9BW61,0.913,ERCC8,DDA1
Q13216,Q9NZJ0,0.903,ERCC8,DTL
Q13216,Q9Y4B6,0.9,ERCC8,VPRBP
Q13224,O75052,0.915,GRIN2B,NOS1
Q13224,P07196,0.943,GRIN2B,NEFL
Q13224,P42263,0.942,GRIN2B,GRIA3
Q13237,O76083,0.742,PRKG2,PDE9A
Q13237,P33402,0.919,PRKG2,GUCY1A2
Q13237,Q02108,0.912,PRKG2,GUCY1A3
Q13237,Q02153,0.923,PRKG2,GUCY1B3
Q13237,Q13976,0.808,PRKG2,PRKG1
Q13255,O43614,0.92,GRM1,HCRTR2
Q13255,O60262,0.916,GRM1,GNG7
Q13255,P01185,0.912,GRM1,AVP
Q13255,P01275,0.91,GRM1,GCG
Q13255,P05305,0.909,GRM1,EDN1
Q13255,P06307,0.94,GRM1,CCK
Q13255,P08912,0.915,GRM1,CHRM5
Q13255,P08949,0.907,GRM1,NMB
Q13255,P0C0P6,0.929,GRM1,NPS
Q13255,P24530,0.919,GRM1,EDNRB
Q13255,P25100,0.923,GRM1,ADRA1A
Q13255,P25100,0.925,GRM1,ADRA1D
Q13255,P28223,0.953,GRM1,HTR2A
Q13255,P30411,0.903,GRM1,BDKRB2
Q13255,P35367,0.921,GRM1,HRH1
Q13255,P41180,0.913,GRM1,CASR
Q13255,P62873,0.903,GRM1,GNB1
Q13255,Q01970,0.903,GRM1,PLCB3
Q13309,Q13616,0.999,SKP2,CUL1
Q13309,Q13619,0.878,SKP2,CUL4A
Q13309,Q969H0,0.973,SKP2,FBXW7
Q13322,P27986,0.568,GRB10,PIK3R1
Q13324,O14908,0.908,CRHR2,GIP
Q13324,O43314,0.939,CRHR2,VIP
Q13324,O95467,0.904,CRHR2,GNAS
Q13324,P01185,0.938,CRHR2,AVP
Q13324,P01189,0.97,CRHR2,POMC
Q13324,P01286,0.93,CRHR2,GHRH
Q13324,P08588,0.928,CRHR2,ADRB1
Q13324,P0C0P6,0.965,CRHR2,NPS
Q13324,P13945,0.923,CRHR2,ADRB3
Q13324,P16473,0.909,CRHR2,TSHR
Q13324,P34998,0.906,CRHR2,CRHR1
Q13324,P43220,0.906,CRHR2,GLP1R
Q13324,P48546,0.905,CRHR2,GIPR
Q13324,Q01726,0.925,CRHR2,MC1R
Q13332,P20783,0.917,PTPRS,NTF3
Q13332,Q16288,0.959,PTPRS,NTRK3
Q13363,O75052,0.946,CTBP1,NOS1
Q13363,P35222,0.977,CTBP1,CTNNB1
Q13363,Q03181,0.906,CTBP1,PPARD
Q13363,Q04724,0.959,CTBP1,TLE1
Q13363,Q13485,0.934,CTBP1,SMAD4
Q13368,O43166,0.917,DLG3,SIPA1L1
Q13368,P42261,0.938,DLG3,GRIA1
Q13368,P42263,0.855,DLG3,GRIA3
Q13368,P78352,0.947,DLG3,DLG4
Q13368,Q12879,0.985,DLG3,GRIN2A
Q13368,Q13224,0.991,DLG3,GRIN2B
Q13368,Q14168,0.929,DLG3,DLG2
Q13368,Q9BUH8,0.921,DLG3,BEGAIN
Q13370,O60503,0.794,PDE3B,ADCY9
Q13370,P33402,0.692,PDE3B,GUCY1A2
Q13370,Q08828,0.733,PDE3B,ADCY1
Q13370,Q14432,0.908,PDE3B,PDE3A
Q13418,P31749,0.993,ILK,AKT1
Q13423,O14638,0.9,NNT,ENPP3
Q13423,O95544,0.952,NNT,NADK
Q13423,P22413,0.9,NNT,ENPP1
Q13423,Q10588,0.9,NNT,BST1
Q13423,Q4G0N4,0.938,NNT,NADK2
Q13423,Q6IA69,0.93,NNT,NADSYN1
Q13423,Q96T66,0.945,NNT,NMNAT3
Q13423,Q9BZQ4,0.922,NNT,NMNAT2
Q13423,Q9HAN9,0.925,NNT,NMNAT1
Q13467,O14640,0.972,FZD5,DVL1
Q13480,A6NDL7,0.972,GAB1,MET
Q13480,O75791,0.996,GAB1,GRB2
Q13480,P01111,0.939,GAB1,HRAS
Q13480,P29353,0.975,GAB1,SHC1
Q13480,P42336,0.915,GAB1,PIK3CA
Q13480,P46108,0.981,GAB1,CRK
Q13480,Q06124,0.999,GAB1,PTPN11
Q13480,Q12913,0.585,GAB1,PTPRJ
Q13485,P11473,0.944,SMAD4,VDR
Q13485,P35222,0.977,SMAD4,CTNNB1
Q13485,P63279,0.963,SMAD4,UBE2I
Q13485,Q13950,0.961,SMAD4,RUNX2
Q13485,Q15788,0.91,SMAD4,NCOA1
Q13489,O00220,0.984,BIRC3,TNF
Q13489,O14920,0.985,BIRC3,IKBKB
Q13489,O15111,0.947,BIRC3,CHUK
Q13496,O15327,0.912,MTM1,INPP4B
Q13496,P29218,0.909,MTM1,IMPA1
Q13496,P51178,0.668,MTM1,PLCD1
Q13496,Q01970,0.656,MTM1,PLCB3
Q13496,Q15147,0.667,MTM1,PLCB4
Q13519,O00230,0.939,PNOC,CORT
Q13519,P01189,0.955,PNOC,POMC
Q13519,P01213,0.979,PNOC,PDYN
Q13519,P01298,0.91,PNOC,PPY
Q13519,P01303,0.948,PNOC,NPY
Q13519,P08908,0.923,PNOC,HTR1A
Q13519,P0DMS8,0.948,PNOC,ADORA3
Q13519,P10145,0.9,PNOC,CXCL8
Q13519,P14416,0.913,PNOC,DRD2
Q13519,P21554,0.94,PNOC,CNR1
Q13519,P30874,0.923,PNOC,SSTR2
Q13519,P32745,0.931,PNOC,SSTR3
Q13519,P34972,0.908,PNOC,CNR2
Q13519,P35372,0.982,PNOC,OPRM1
Q13519,P41146,0.997,PNOC,OPRL1
Q13519,P51582,0.9,PNOC,P2RY4
Q13519,P61073,0.92,PNOC,CXCR4
Q13519,P63096,0.907,PNOC,GNAI1
Q13519,Q14416,0.919,PNOC,GRM2
Q13519,Q14831,0.901,PNOC,GRM7
Q13519,Q15391,0.906,PNOC,P2RY14
Q13519,Q16581,0.902,PNOC,C3AR1
Q13519,Q7RTX0,0.9,PNOC,TAS1R3
Q13519,Q9H244,0.914,PNOC,P2RY12
Q13519,Q9UBS5,0.925,PNOC,GABBR1
Q13519,Q9Y5N1,0.906,PNOC,HRH3
Q13546,O00220,0.999,RIPK1,TNF
Q13546,O14920,0.95,RIPK1,IKBKB
Q13546,O15519,0.998,RIPK1,CASP8
Q13546,O43318,0.946,RIPK1,MAP3K7
Q13546,P20333,0.953,RIPK1,TNFRSF1B
Q13546,P21580,0.969,RIPK1,TNFAIP3
Q13546,Q04206,0.948,RIPK1,RELA
Q13546,Q13490,0.99,RIPK1,BIRC2
Q13546,Q15628,0.999,RIPK1,TRADD
Q13546,Q9NYJ8,0.999,RIPK1,TAB2
Q13546,Q9Y6K9,0.999,RIPK1,IKBKG
Q13547,A0A1B0GVZ6,0.994,HDAC1,MBD3
Q13547,O75182,0.996,HDAC1,SIN3B
Q13547,P38936,0.857,HDAC1,CDKN1A
Q13547,Q12873,0.997,HDAC1,CHD3
Q13547,Q16576,0.999,HDAC1,RBBP7
Q13547,Q92769,0.985,HDAC1,HDAC2
Q13547,Q96ST3,0.998,HDAC1,SIN3A
Q13547,Q9BTC8,0.994,HDAC1,MTA3
Q13547,Q9BY41,0.912,HDAC1,HDAC8
Q13547,Q9H7L9,0.992,HDAC1,SUDS3
Q13547,Q9Y618,0.994,HDAC1,NCOR2
Q13554,O75052,0.906,CAMK2B,NOS1
Q13554,P01111,0.925,CAMK2B,HRAS
Q13554,P07196,0.927,CAMK2B,NEFL
Q13554,P35609,0.932,CAMK2B,ACTN2
Q13554,P42261,0.949,CAMK2B,GRIA1
Q13554,P42263,0.943,CAMK2B,GRIA3
Q13554,P78352,0.948,CAMK2B,DLG4
Q13554,Q01118,0.643,CAMK2B,SCN7A
Q13554,Q07699,0.652,CAMK2B,SCN1B
Q13554,Q12879,0.969,CAMK2B,GRIN2A
Q13554,Q13224,0.962,CAMK2B,GRIN2B
Q13554,Q13972,0.914,CAMK2B,RASGRF1
Q13554,Q14524,0.686,CAMK2B,SCN5A
Q13554,Q9UQM7,0.998,CAMK2B,CAMK2A
Q13555,O43823,0.9,CAMK2G,AKAP9
Q13555,P01111,0.928,CAMK2G,HRAS
Q13555,P07196,0.91,CAMK2G,NEFL
Q13555,P0DP23,0.896,CAMK2G,CALM1
Q13555,P10636,0.925,CAMK2G,MAPT
Q13555,P24588,0.901,CAMK2G,AKAP5
Q13555,P35609,0.938,CAMK2G,ACTN2
Q13555,P42261,0.963,CAMK2G,GRIA1
Q13555,P42263,0.94,CAMK2G,GRIA3
Q13555,P78352,0.958,CAMK2G,DLG4
Q13555,Q05586,0.98,CAMK2G,GRIN1
Q13555,Q12879,0.978,CAMK2G,GRIN2A
Q13555,Q12959,0.935,CAMK2G,DLG1
Q13555,Q13224,0.982,CAMK2G,GRIN2B
Q13555,Q13554,0.995,CAMK2G,CAMK2B
Q13555,Q13557,0.978,CAMK2G,CAMK2D
Q13555,Q13972,0.914,CAMK2G,RASGRF1
Q13555,Q9H4G0,0.902,CAMK2G,EPB41L1
Q13555,Q9UQM7,0.987,CAMK2G,CAMK2A
Q13557,O43823,0.902,CAMK2D,AKAP9
Q13557,O75052,0.8,CAMK2D,NOS1
Q13557,P01111,0.919,CAMK2D,HRAS
Q13557,P07196,0.907,CAMK2D,NEFL
Q13557,P10636,0.912,CAMK2D,MAPT
Q13557,P42261,0.927,CAMK2D,GRIA1
Q13557,P42263,0.92,CAMK2D,GRIA3
Q13557,P78352,0.938,CAMK2D,DLG4
Q13557,Q01118,0.644,CAMK2D,SCN7A
Q13557,Q05586,0.943,CAMK2D,GRIN1
Q13557,Q12879,0.953,CAMK2D,GRIN2A
Q13557,Q13224,0.96,CAMK2D,GRIN2B
Q13557,Q13554,0.999,CAMK2D,CAMK2B
Q13557,Q13972,0.909,CAMK2D,RASGRF1
Q13557,Q14524,0.797,CAMK2D,SCN5A
Q13557,Q9UQM7,0.998,CAMK2D,CAMK2A
Q13616,P63208,0.991,CUL1,TCEB1
Q13616,Q13617,0.912,CUL1,CUL2
Q13616,Q86VP6,0.999,CUL1,CAND1
Q13616,Q92990,0.969,CUL1,GLMN
Q13616,Q93034,0.934,CUL1,CUL5
Q13616,Q969M7,0.994,CUL1,UBE2F
Q13616,Q9NYG5,0.984,CUL1,ANAPC11
Q13618,P63208,0.99,CUL3,TCEB1
Q13618,Q13309,0.982,CUL3,SKP2
Q13618,Q13616,0.952,CUL3,CUL1
Q13618,Q13617,0.954,CUL3,CUL2
Q13618,Q86VP6,0.993,CUL3,CAND1
Q13618,Q92990,0.933,CUL3,GLMN
Q13618,Q93034,0.965,CUL3,CUL5
Q13618,Q969H0,0.972,CUL3,FBXW7
Q13618,Q969M7,0.987,CUL3,UBE2F
Q13618,Q96GG9,0.991,CUL3,DCUN1D1
Q13618,Q9NYG5,0.975,CUL3,ANAPC11
Q13619,P61962,0.905,CUL4A,DCAF7
Q13619,P63208,0.77,CUL4A,TCEB1
Q13619,Q13620,0.934,CUL4A,CUL4B
Q13619,Q7L5Y6,0.993,CUL4A,DET1
Q13619,Q86VP6,0.993,CUL4A,CAND1
Q13619,Q8TEB1,0.989,CUL4A,DCAF11
Q13619,Q93034,0.702,CUL4A,CUL5
Q13619,Q9Y4B6,0.993,CUL4A,VPRBP
Q13620,P61962,0.904,CUL4B,DCAF7
Q13639,O60262,0.914,HTR4,GNG7
Q13639,O95467,0.929,HTR4,GNAS
Q13639,P01189,0.922,HTR4,POMC
Q13639,P47871,0.921,HTR4,GCGR
Q13639,P48546,0.944,HTR4,GIPR
Q13639,P50150,0.914,HTR4,GNG4
Q13639,P51828,0.904,HTR4,ADCY7
Q13639,P62873,0.915,HTR4,GNB1
Q13671,P00519,0.984,RIN1,ABL1
Q13698,O00305,0.971,CACNA1S,CACNB4
Q13698,O60840,0.904,CACNA1S,CACNA1F
Q13698,P13591,0.905,CACNA1S,NCAM1
Q13698,P62955,0.924,CACNA1S,CACNG7
Q13698,Q00975,0.743,CACNA1S,CACNA1B
Q13698,Q02641,0.99,CACNA1S,CACNB1
Q13698,Q15878,0.747,CACNA1S,CACNA1E
Q13698,Q7Z3S7,0.959,CACNA1S,CACNA2D4
Q13698,Q8IZS8,0.948,CACNA1S,CACNA2D3
Q13698,Q9NY47,0.965,CACNA1S,CACNA2D2
Q13698,Q9UF02,0.926,CACNA1S,CACNG5
Q13753,P00747,0.908,LAMC2,PLG
Q13753,P14543,0.591,LAMC2,NID1
Q13753,P16070,0.722,LAMC2,CD44
Q13753,P50281,0.93,LAMC2,MMP14
Q13753,P98160,0.92,LAMC2,HSPG2
Q13753,Q496J9,0.656,LAMC2,SV2C
Q13753,Q7L0J3,0.657,LAMC2,SV2A
Q13753,Q7L1I2,0.743,LAMC2,SV2B
Q13813,O15020,0.955,SPTAN1,SPTB
Q13813,O15020,0.975,SPTAN1,SPTBN2
Q13813,P35499,0.902,SPTAN1,SCN4A
Q13813,Q01118,0.901,SPTAN1,SCN7A
Q13813,Q07699,0.925,SPTAN1,SCN1B
Q13813,Q14524,0.902,SPTAN1,SCN5A
Q13813,Q15858,0.902,SPTAN1,SCN9A
Q13813,Q92823,0.911,SPTAN1,NRCAM
Q13813,Q99250,0.94,SPTAN1,SCN2A
Q13813,Q9NY72,0.9,SPTAN1,SCN3B
Q13813,Q9Y5Y9,0.901,SPTAN1,SCN10A
Q13936,A6NMK8,0.937,CACNA1C,INS
Q13936,O00305,0.971,CACNA1C,CACNB4
Q13936,O60840,0.903,CACNA1C,CACNA1F
Q13936,P0DP23,0.997,CACNA1C,CALM1
Q13936,P0DP24,0.979,CACNA1C,CALM2
Q13936,P0DP25,0.986,CACNA1C,CALM3
Q13936,P21817,0.919,CACNA1C,RYR1
Q13936,P54284,0.981,CACNA1C,CACNB3
Q13936,P54289,0.983,CACNA1C,CACNA2D1
Q13936,P61764,0.924,CACNA1C,STXBP1
Q13936,P62873,0.939,CACNA1C,GNB1
Q13936,P62955,0.909,CACNA1C,CACNG7
Q13936,Q00975,0.764,CACNA1C,CACNA1B
Q13936,Q01668,0.905,CACNA1C,CACNA1D
Q13936,Q02641,0.992,CACNA1C,CACNB1
Q13936,Q08289,0.997,CACNA1C,CACNB2
Q13936,Q13698,0.902,CACNA1C,CACNA1S
Q13936,Q15878,0.763,CACNA1C,CACNA1E
Q13936,Q7Z3S7,0.968,CACNA1C,CACNA2D4
Q13936,Q8IZS8,0.953,CACNA1C,CACNA2D3
Q13936,Q8WXS5,0.927,CACNA1C,CACNG8
Q13936,Q9NY47,0.965,CACNA1C,CACNA2D2
Q13936,Q9UF02,0.919,CACNA1C,CACNG5
Q13936,Q9Y698,0.924,CACNA1C,CACNG2
Q13950,P11473,0.927,RUNX2,VDR
Q13972,P01111,0.973,RASGRF1,HRAS
Q13972,P04629,0.952,RASGRF1,NTRK1
Q13972,P07196,0.915,RASGRF1,NEFL
Q13972,P35609,0.908,RASGRF1,ACTN2
Q13972,Q13224,0.971,RASGRF1,GRIN2B
Q14031,Q01955,0.916,COL4A6,COL4A3
Q14050,P20849,0.995,COL9A3,COL9A1
Q14050,P39059,0.906,COL9A3,COL15A1
Q14050,P39060,0.91,COL9A3,COL18A1
Q14050,Q14055,0.997,COL9A3,COL9A2
Q14114,P06241,0.977,LRP8,FYN
Q14114,P09769,0.938,LRP8,FGR
Q14168,O43166,0.917,DLG2,SIPA1L1
Q14168,O75052,0.498,DLG2,NOS1
Q14168,P42261,0.935,DLG2,GRIA1
Q14168,P42263,0.802,DLG2,GRIA3
Q14168,P58400,0.964,DLG2,NRXN1
Q14168,P78352,0.95,DLG2,DLG4
Q14168,Q12879,0.985,DLG2,GRIN2A
Q14168,Q13224,0.985,DLG2,GRIN2B
Q14168,Q8N0W4,0.947,DLG2,NLGN4X
Q14168,Q9BTD1,0.961,DLG2,SHANK2
Q14168,Q9BUH8,0.977,DLG2,BEGAIN
Q14168,Q9NSC5,0.928,DLG2,HOMER3
Q14168,Q9P1A6,0.969,DLG2,DLGAP2
Q14185,O75962,0.92,DOCK1,TRIO
Q14185,P15498,0.955,DOCK1,VAV1
Q14185,P52735,0.963,DOCK1,VAV2
Q14185,P60763,0.935,DOCK1,RAC3
Q14185,P63000,0.982,DOCK1,RAC1
Q14185,Q6UXY1,0.926,DOCK1,BAIAP2
Q14185,Q9UKW4,0.942,DOCK1,VAV3
Q14204,O60942,0.902,DYNC1H1,CAP1
Q14204,P10619,0.902,DYNC1H1,CTSA
Q14204,P42685,0.909,DYNC1H1,FRK
Q14204,P55072,0.929,DYNC1H1,VCP
Q14204,P61160,0.92,DYNC1H1,ACTR2
Q14204,Q05655,0.932,DYNC1H1,PRKCD
Q14204,Q9UHL4,0.9,DYNC1H1,DPP7
Q14247,O60716,0.985,CTTN,CTNND1
Q14247,P07947,0.716,CTTN,YES1
Q14393,P07225,0.908,GAS6,PROS1
Q14416,O95622,0.907,GRM2,ADCY5
Q14416,P01189,0.919,GRM2,POMC
Q14416,P01213,0.93,GRM2,PDYN
Q14416,P01298,0.901,GRM2,PPY
Q14416,P01303,0.933,GRM2,NPY
Q14416,P18825,0.925,GRM2,ADRA2C
Q14416,P35372,0.946,GRM2,OPRM1
Q14416,P59533,0.905,GRM2,TAS2R38
Q14416,P62873,0.901,GRM2,GNB1
Q14416,Q14833,0.914,GRM2,GRM4
Q14416,Q15761,0.916,GRM2,NPY5R
Q14416,Q86YR5,0.936,GRM2,GPSM1
Q14416,Q8TDU9,0.901,GRM2,RLN3
Q14416,Q99527,0.928,GRM2,GPER1
Q14432,O95622,0.755,PDE3A,ADCY5
Q14432,P07741,0.901,PDE3A,APRT
Q14432,P27144,0.9,PDE3A,AK3
Q14432,P30566,0.9,PDE3A,ADSL
Q14432,P51828,0.746,PDE3A,ADCY7
Q14449,A6NMK8,0.973,GRB14,INS
Q14449,P06213,0.992,GRB14,INSR
Q14449,P35568,0.746,GRB14,IRS1
Q14449,Q06124,0.507,GRB14,PTPN11
Q14524,O15020,0.902,SCN5A,SPTB
Q14524,O15020,0.905,SCN5A,SPTBN2
Q14524,P61328,0.918,SCN5A,FGF12
Q14534,O76062,0.901,SQLE,TM7SF2
Q14534,P37268,0.997,SQLE,FDFT1
Q14534,P48449,0.998,SQLE,LSS
Q14534,Q14739,0.777,SQLE,LBR
Q14534,Q15738,0.993,SQLE,NSDHL
Q14534,Q99720,0.898,SQLE,SIGMAR1
Q14686,P13631,0.903,NCOA6,RARG
Q14686,P19793,0.953,NCOA6,RXRA
Q14686,Q15788,0.968,NCOA6,NCOA1
Q14739,Q15738,0.808,LBR,NSDHL
Q14765,P05120,0.9,STAT4,SERPINB2
Q14765,P22301,0.978,STAT4,IL10
Q14814,A6ND01,0.939,MEF2D,JUN
Q14814,O14613,0.912,MEF2D,CDC42
Q14814,Q02078,0.938,MEF2D,MEF2A
Q14814,Q06413,0.933,MEF2D,MEF2C
Q14831,O00230,0.908,GRM7,CORT
Q14831,O60262,0.909,GRM7,GNG7
Q14831,P01189,0.916,GRM7,POMC
Q14831,P01213,0.918,GRM7,PDYN
Q14831,P01298,0.9,GRM7,PPY
Q14831,P01303,0.923,GRM7,NPY
Q14831,P14416,0.945,GRM7,DRD2
Q14831,P21554,0.933,GRM7,CNR1
Q14831,P28221,0.923,GRM7,HTR1D
Q14831,P28222,0.928,GRM7,HTR1B
Q14831,P30542,0.926,GRM7,ADORA1
Q14831,P62873,0.903,GRM7,GNB1
Q14831,Q14416,0.908,GRM7,GRM2
Q14831,Q14832,0.912,GRM7,GRM3
Q14831,Q14833,0.907,GRM7,GRM4
Q14831,Q8TDU9,0.907,GRM7,RLN3
Q14831,Q9UBS5,0.928,GRM7,GABBR1
Q14832,O00230,0.9,GRM3,CORT
Q14832,O60262,0.921,GRM3,GNG7
Q14832,O95622,0.907,GRM3,ADCY5
Q14832,P01185,0.664,GRM3,AVP
Q14832,P01189,0.909,GRM3,POMC
Q14832,P01213,0.922,GRM3,PDYN
Q14832,P01303,0.919,GRM3,NPY
Q14832,P08172,0.93,GRM3,CHRM2
Q14832,P08754,0.907,GRM3,GNAI3
Q14832,P18825,0.914,GRM3,ADRA2C
Q14832,P21554,0.94,GRM3,CNR1
Q14832,P28221,0.921,GRM3,HTR1D
Q14832,P28222,0.92,GRM3,HTR1B
Q14832,P30542,0.932,GRM3,ADORA1
Q14832,P34972,0.914,GRM3,CNR2
Q14832,P35372,0.931,GRM3,OPRM1
Q14832,P35462,0.943,GRM3,DRD3
Q14832,P51828,0.904,GRM3,ADCY7
Q14832,P59533,0.905,GRM3,TAS2R38
Q14832,P62873,0.905,GRM3,GNB1
Q14832,Q14416,0.908,GRM3,GRM2
Q14832,Q14833,0.916,GRM3,GRM4
Q14832,Q15761,0.932,GRM3,NPY5R
Q14832,Q8TE23,0.901,GRM3,TAS1R2
Q14832,Q9UBS5,0.934,GRM3,GABBR1
Q14832,Q9Y2T6,0.909,GRM3,GPR55
Q14833,P01298,0.901,GRM4,PPY
Q14833,P32745,0.923,GRM4,SSTR3
Q14839,Q13547,0.997,CHD4,HDAC1
Q14839,Q16576,0.999,CHD4,RBBP7
Q14839,Q86YP4,0.998,CHD4,GATAD2A
Q14839,Q92769,0.995,CHD4,HDAC2
Q14957,O43166,0.911,GRIN2C,SIPA1L1
Q14957,O43823,0.936,GRIN2C,AKAP9
Q14957,P07196,0.926,GRIN2C,NEFL
Q14957,P0DP23,0.703,GRIN2C,CALM1
Q14957,P17252,0.815,GRIN2C,PRKACA
Q14957,P42261,0.95,GRIN2C,GRIA1
Q14957,P42262,0.941,GRIN2C,GRIA2
Q14957,P42263,0.936,GRIN2C,GRIA3
Q14957,P46098,0.814,GRIN2C,HTR3A
Q14957,P62955,0.782,GRIN2C,CACNG7
Q14957,P78352,0.98,GRIN2C,DLG4
Q14957,Q05586,0.972,GRIN2C,GRIN1
Q14957,Q12879,0.936,GRIN2C,GRIN2A
Q14957,Q13224,0.913,GRIN2C,GRIN2B
Q14957,Q13368,0.973,GRIN2C,DLG3
Q14957,Q13554,0.935,GRIN2C,CAMK2B
Q14957,Q13555,0.93,GRIN2C,CAMK2G
Q14957,Q13972,0.92,GRIN2C,RASGRF1
Q14957,Q14168,0.959,GRIN2C,DLG2
Q14957,Q6PI25,0.785,GRIN2C,CNIH2
Q14957,Q8TCU5,0.934,GRIN2C,GRIN3A
Q14957,Q9BUH8,0.915,GRIN2C,BEGAIN
Q14957,Q9ULH4,0.926,GRIN2C,LRFN2
Q14957,Q9UQM7,0.951,GRIN2C,CAMK2A
Q14957,Q9Y698,0.829,GRIN2C,CACNG2
Q15022,P13631,0.938,SUZ12,RARG
Q15022,P19793,0.942,SUZ12,RXRA
Q15022,Q13547,0.993,SUZ12,HDAC1
Q15022,Q16576,0.997,SUZ12,RBBP7
Q15022,Q86YP4,0.91,SUZ12,GATAD2A
Q15022,Q92769,0.992,SUZ12,HDAC2
Q15067,A0JLT2,0.913,ACOX1,MED1
Q15067,A6NFH5,0.962,ACOX1,FABP1
Q15067,O75608,0.953,ACOX1,LPL
Q15067,P11310,0.956,ACOX1,ACADM
Q15067,P23786,0.976,ACOX1,CPT2
Q15067,P48552,0.917,ACOX1,NRIP1
Q15067,Q07869,0.977,ACOX1,PPARA
Q15067,Q15788,0.906,ACOX1,NCOA1
Q15078,A6NHX0,0.921,CDK5R1,CAST
Q15078,A8MX76,0.95,CDK5R1,CAPN1
Q15078,P06241,0.907,CDK5R1,FYN
Q15078,P10636,0.95,CDK5R1,MAPT
Q15078,P49841,0.92,CDK5R1,GSK3B
Q15078,Q00535,0.999,CDK5R1,CDK5
Q15078,Q96L46,0.9,CDK5R1,CAPNS2
Q15109,O60610,0.933,AGER,DIAPH1
Q15109,P04839,0.87,AGER,CYBB
Q15109,P05107,0.926,AGER,ITGB2
Q15109,P0DJI8,0.917,AGER,SAA1
Q15109,P11215,0.939,AGER,ITGAM
Q15109,Q04206,0.913,AGER,RELA
Q15111,O00591,0.608,PLCL1,GABRP
Q15111,P18507,0.669,PLCL1,GABRG2
Q15111,P47869,0.608,PLCL1,GABRA2
Q15111,Q99928,0.608,PLCL1,GABRG3
Q15111,Q9UN88,0.608,PLCL1,GABRQ
Q15147,P29218,0.751,PLCB4,IMPA1
Q15147,P49441,0.656,PLCB4,INPP1
Q15147,P51178,0.685,PLCB4,PLCD1
Q15172,O14640,0.913,PPP2R5A,DVL1
Q15172,O15169,0.945,PPP2R5A,AXIN1
Q15172,P31749,0.948,PPP2R5A,AKT1
Q15172,P31751,0.942,PPP2R5A,AKT2
Q15172,P35222,0.917,PPP2R5A,CTNNB1
Q15172,P49841,0.94,PPP2R5A,GSK3B
Q15172,P56704,0.923,PPP2R5A,WNT3A
Q15172,Q13467,0.907,PPP2R5A,FZD5
Q15172,Q92997,0.915,PPP2R5A,DVL3
Q15172,Q9Y243,0.941,PPP2R5A,AKT3
Q15303,P01138,0.721,ERBB4,NGF
Q15370,O60885,0.881,TCEB2,BRD4
Q15370,P50750,0.903,TCEB2,CDK9
Q15370,Q13616,0.985,TCEB2,CUL1
Q15370,Q13618,0.976,TCEB2,CUL3
Q15370,Q969H0,0.928,TCEB2,FBXW7
Q15391,O00222,0.914,P2RY14,GRM8
Q15391,O43306,0.9,P2RY14,ADCY6
Q15391,O95622,0.901,P2RY14,ADCY5
Q15391,P01189,0.9,P2RY14,POMC
Q15391,P01210,0.9,P2RY14,PENK
Q15391,P01213,0.9,P2RY14,PDYN
Q15391,P01303,0.901,P2RY14,NPY
