UniprotID Prot_A,UniprotID Prot_B,String Score,Prot_A,Prot_B
Q02790,P11142,0.959,FKBP4,HSPA8
Q02790,P23771,0.904,FKBP4,GATA3
Q02790,P27361,0.918,FKBP4,MAPK3
Q02790,P31948,0.987,FKBP4,STIP1
Q02790,P48552,0.907,FKBP4,NRIP1
Q02790,P54652,0.949,FKBP4,HSPA2
Q02790,P55317,0.913,FKBP4,FOXA1
Q02790,Q02790,0.905,FKBP4,FKBP5
Q02790,Q08752,0.936,FKBP4,PPID
Q02790,Q09472,0.913,FKBP4,EP300
Q02846,O00408,0.74,GUCY2D,PDE2A
Q02846,O60503,0.615,GUCY2D,ADCY9
Q02846,O76074,0.826,GUCY2D,PDE5A
Q02846,O76083,0.751,GUCY2D,PDE9A
Q02846,P33402,0.584,GUCY2D,GUCY1A2
Q02846,Q08828,0.616,GUCY2D,ADCY1
Q02880,O96019,0.922,TOP2B,ACTL6A
Q02880,P11388,0.877,TOP2B,TOP2A
Q02880,P11473,0.902,TOP2B,VDR
Q02880,P19793,0.908,TOP2B,RXRA
Q03113,P05305,0.908,GNA12,EDN1
Q03113,P25100,0.948,GNA12,ADRA1A
Q03113,P35368,0.917,GNA12,ADRA1B
Q03135,A6NMK8,0.976,CAV1,INS
Q03135,O14603,0.95,CAV1,PTPN1
Q03135,O75674,0.992,CAV1,SRC
Q03135,O75791,0.937,CAV1,GRB2
Q03135,P03372,0.834,CAV1,ESR1
Q03135,P06241,0.983,CAV1,FYN
Q03135,P29353,0.965,CAV1,SHC1
Q03181,O15151,0.755,PPARD,MDM4
Q03181,P08559,0.9,PPARD,PDHA1
Q03181,P19793,0.955,PPARD,RXRA
Q03181,P28702,0.948,PPARD,RXRB
Q03181,P35222,0.928,PPARD,CTNNB1
Q03181,P48443,0.946,PPARD,RXRG
Q03181,P48552,0.678,PPARD,NRIP1
Q03181,Q04724,0.907,PPARD,TLE1
Q03181,Q13485,0.909,PPARD,SMAD4
Q03181,Q15596,0.62,PPARD,NCOA2
Q03181,Q15788,0.668,PPARD,NCOA1
Q03181,Q9Y618,0.668,PPARD,NCOR2
Q03405,P00749,0.999,PLAUR,PLAU
Q03405,P02751,0.958,PLAUR,FN1
Q03405,P05120,0.975,PLAUR,SERPINB2
Q03405,P35237,0.902,PLAUR,SERPINB6
Q03405,P50452,0.912,PLAUR,SERPINB8
Q04206,O00220,0.99,RELA,TNF
Q04206,O14920,0.997,RELA,IKBKB
Q04206,P0DJI8,0.913,RELA,SAA1
Q04206,Q92769,0.981,RELA,HDAC2
Q04759,O14920,0.988,PRKCQ,IKBKB
Q04759,O15111,0.987,PRKCQ,CHUK
Q04759,P31749,0.447,PRKCQ,AKT1
Q04844,P17787,0.91,CHRNE,CHRNB2
Q04844,P30532,0.597,CHRNE,CHRNA5
Q04844,P36544,0.793,CHRNE,CHRNA7
Q04844,P43681,0.909,CHRNE,CHRNA4
Q04844,Q15822,0.755,CHRNE,CHRNA2
Q04844,Q9UGM1,0.748,CHRNE,CHRNA9
Q04912,A5PLN7,0.998,MST1R,MST1
Q04912,O75791,0.649,MST1R,GRB2
Q04912,P05107,0.913,MST1R,ITGB2
Q04912,P11215,0.913,MST1R,ITGAM
Q04912,P27348,0.947,MST1R,YWHAQ
Q04912,P31749,0.947,MST1R,AKT1
Q04912,P31946,0.947,MST1R,YWHAB
Q04912,P31947,0.96,MST1R,SFN
Q04912,P61981,0.947,MST1R,YWHAG
Q04912,P63104,0.947,MST1R,YWHAZ
Q04917,A5PLN7,0.9,YWHAH,MST1
Q04917,O75791,0.935,YWHAH,GRB2
Q04917,P27348,0.933,YWHAH,YWHAQ
Q04917,P31749,0.942,YWHAH,AKT1
Q04917,P31946,0.997,YWHAH,YWHAB
Q04917,P31947,0.901,YWHAH,SFN
Q04917,P61981,0.997,YWHAH,YWHAG
Q04917,P62258,0.984,YWHAH,YWHAE
Q04917,P63104,0.997,YWHAH,YWHAZ
Q04917,Q04912,0.948,YWHAH,MST1R
Q05397,A6NHX0,0.917,PTK2,CAST
Q05397,A8MX76,0.924,PTK2,CAPN1
Q05397,O14613,0.983,PTK2,CDC42
Q05397,O14713,0.979,PTK2,ITGB1
Q05397,O60674,0.951,PTK2,JAK2
Q05397,O75674,0.971,PTK2,SRC
Q05397,O75791,0.978,PTK2,GRB2
Q05397,P01111,0.952,PTK2,HRAS
Q05397,P02751,0.975,PTK2,FN1
Q05397,P05107,0.855,PTK2,ITGB2
Q05397,P06241,0.96,PTK2,FYN
Q05397,P07947,0.979,PTK2,YES1
Q05397,P08631,0.959,PTK2,HCK
Q05397,P09769,0.947,PTK2,FGR
Q05397,P11215,0.667,PTK2,ITGAM
Q05397,P15498,0.938,PTK2,VAV1
Q05397,P15692,0.963,PTK2,VEGFA
Q05397,P16333,0.977,PTK2,NCK1
Q05397,P20827,0.929,PTK2,EFNA1
Q05397,P27986,0.946,PTK2,PIK3R1
Q05397,P29317,0.958,PTK2,EPHA2
Q05397,P29353,0.972,PTK2,SHC1
Q05397,P43405,0.95,PTK2,SYK
Q05397,P46109,0.979,PTK2,CRKL
Q05397,P56945,0.995,PTK2,BCAR1
Q05397,P61586,0.973,PTK2,RHOA
Q05397,Q07889,0.937,PTK2,SOS1
Q05516,P19793,0.657,ZBTB16,RXRA
Q05516,Q9Y618,0.726,ZBTB16,NCOR2
Q05586,O43166,0.902,GRIN1,SIPA1L1
Q05586,O75052,0.91,GRIN1,NOS1
Q05586,P01111,0.937,GRIN1,HRAS
Q05586,P07196,0.96,GRIN1,NEFL
Q05586,P22612,0.835,GRIN1,PRKACG
Q05586,P35609,0.95,GRIN1,ACTN2
Q05586,P42261,0.957,GRIN1,GRIA1
Q05586,P42263,0.951,GRIN1,GRIA3
Q05586,P62955,0.81,GRIN1,CACNG7
Q05586,P78352,0.993,GRIN1,DLG4
Q05586,Q12879,0.99,GRIN1,GRIN2A
Q05586,Q13224,0.991,GRIN1,GRIN2B
Q05586,Q13368,0.977,GRIN1,DLG3
Q05586,Q13554,0.969,GRIN1,CAMK2B
Q05586,Q13972,0.948,GRIN1,RASGRF1
Q05586,Q14168,0.975,GRIN1,DLG2
Q05586,Q9BUH8,0.918,GRIN1,BEGAIN
Q05586,Q9UQM7,0.979,GRIN1,CAMK2A
Q05655,P42685,0.908,PRKCD,FRK
Q05707,P14780,0.928,COL14A1,MMP9
Q05707,Q14050,0.912,COL14A1,COL9A3
Q05901,P07510,0.585,CHRNB3,CHRNG
Q05901,P11230,0.575,CHRNB3,CHRNB1
Q05901,P17787,0.911,CHRNB3,CHRNB2
Q05901,P30532,0.902,CHRNB3,CHRNA5
Q05901,P32297,0.908,CHRNB3,CHRNA3
Q05901,P36544,0.922,CHRNB3,CHRNA7
Q05901,P43681,0.91,CHRNB3,CHRNA4
Q05901,Q04844,0.579,CHRNB3,CHRNE
Q05901,Q15822,0.908,CHRNB3,CHRNA2
Q05901,Q5T5C0,0.54,CHRNB3,STXBP5
Q05901,Q9UGM1,0.909,CHRNB3,CHRNA9
Q05940,O14795,0.916,SLC18A2,UNC13B
Q05940,O14810,0.915,SLC18A2,CPLX1
Q05940,O14994,0.929,SLC18A2,SYN3
Q05940,O75145,0.903,SLC18A2,PPFIA3
Q05940,O75334,0.907,SLC18A2,PPFIA2
Q05940,P63027,0.94,SLC18A2,VAMP2
Q05940,Q86UR5,0.906,SLC18A2,RIMS1
Q05940,Q8NDX2,0.916,SLC18A2,SLC17A8
Q05940,Q92777,0.923,SLC18A2,SYN2
Q06124,A6NMK8,0.972,PTPN11,INS
Q06124,O14603,0.849,PTPN11,PTPN1
Q06124,O15520,0.925,PTPN11,FGF1
Q06124,O43320,0.922,PTPN11,FGF16
Q06124,O43559,0.98,PTPN11,FRS3
Q06124,O60674,0.992,PTPN11,JAK2
Q06124,O75791,0.989,PTPN11,GRB2
Q06124,P01111,0.98,PTPN11,NRAS
Q06124,P01111,0.982,PTPN11,HRAS
Q06124,P01138,0.928,PTPN11,NGF
Q06124,P02751,0.976,PTPN11,FN1
Q06124,P04629,0.96,PTPN11,NTRK1
Q06124,P07948,0.963,PTPN11,LYN
Q06124,P15509,0.917,PTPN11,CSF2RA
Q06124,P15692,0.944,PTPN11,VEGFA
Q06124,P20783,0.915,PTPN11,NTF3
Q06124,P21802,0.965,PTPN11,FGFR2
Q06124,P23458,0.988,PTPN11,JAK1
Q06124,P23560,0.928,PTPN11,BDNF
Q06124,P27986,0.972,PTPN11,PIK3R1
Q06124,P29350,0.937,PTPN11,PTPN6
Q06124,P29353,0.962,PTPN11,SHC1
Q06124,P31371,0.924,PTPN11,FGF9
Q06124,P31785,0.91,PTPN11,IL2RG
Q06124,P32927,0.939,PTPN11,CSF2RB
Q06124,P34130,0.915,PTPN11,NTF4
Q06124,P35222,0.966,PTPN11,CTNNB1
Q06124,P42224,0.986,PTPN11,STAT1
Q06124,P42229,0.889,PTPN11,STAT5A
Q06124,P43405,0.943,PTPN11,SYK
Q06124,P46109,0.975,PTPN11,CRKL
Q06124,Q01344,0.906,PTPN11,IL5RA
Q06124,Q02763,0.955,PTPN11,TEK
Q06124,Q05397,0.982,PTPN11,PTK2
Q06124,Q13224,0.693,PTPN11,GRIN2B
Q06124,Q13322,0.524,PTPN11,GRB10
Q06124,Q15389,0.916,PTPN11,ANGPT1
Q06124,Q8WU20,0.989,PTPN11,FRS2
Q06124,Q9Y4H2,0.937,PTPN11,IRS2
Q06278,P27338,0.935,AOX1,MAOB
Q06330,Q99466,0.985,RBPJ,NOTCH4
Q06413,A6ND01,0.967,MEF2C,JUN
Q06413,O14613,0.92,MEF2C,CDC42
Q06413,Q02078,0.933,MEF2C,MEF2A
Q06432,O60840,0.964,CACNG1,CACNA1F
Q06432,P54284,0.943,CACNG1,CACNB3
Q06432,P54289,0.996,CACNG1,CACNA2D1
Q06432,Q00975,0.831,CACNG1,CACNA1B
Q06432,Q01668,0.984,CACNG1,CACNA1D
Q06432,Q08289,0.958,CACNG1,CACNB2
Q06432,Q13698,0.97,CACNG1,CACNA1S
Q06432,Q13936,0.954,CACNG1,CACNA1C
Q06432,Q15878,0.791,CACNG1,CACNA1E
Q06432,Q8IZS8,0.988,CACNG1,CACNA2D3
Q06432,Q9NY47,0.993,CACNG1,CACNA2D2
Q06432,Q9Y698,0.928,CACNG1,CACNG2
Q07001,P17787,0.905,CHRND,CHRNB2
Q07001,P30532,0.572,CHRND,CHRNA5
Q07001,P36544,0.649,CHRND,CHRNA7
Q07001,P43681,0.908,CHRND,CHRNA4
Q07001,Q05901,0.579,CHRND,CHRNB3
Q07001,Q15822,0.566,CHRND,CHRNA2
Q07001,Q15825,0.571,CHRND,CHRNA6
Q07001,Q9UGM1,0.589,CHRND,CHRNA9
Q07021,P00748,0.928,C1QBP,F12
Q07021,P01042,0.964,C1QBP,KNG1
Q07021,P03951,0.923,C1QBP,F11
Q07021,P03952,0.93,C1QBP,KLKB1
Q07021,P05155,0.923,C1QBP,SERPING1
Q07021,P07359,0.909,C1QBP,GP1BA
Q07021,P13224,0.9,C1QBP,GP1BB
Q07021,P14770,0.909,C1QBP,GP9
Q07021,P40197,0.9,C1QBP,GP5
Q07325,O14625,0.915,CXCL9,CXCL1
Q07325,O15467,0.944,CXCL9,CCL16
Q07325,P13236,0.985,CXCL9,CCL4
Q07325,P13501,0.991,CXCL9,CCL5
Q07325,P19875,0.93,CXCL9,CXCL2
Q07325,P48061,0.973,CXCL9,CXCL12
Q07325,Q8NHW4,0.962,CXCL9,CCL4L1
Q07343,Q08499,0.856,PDE4B,PDE4D
Q07343,Q96PN6,0.837,PDE4B,ADCY10
Q07666,O75674,0.993,KHDRBS1,SRC
Q07666,P06241,0.839,KHDRBS1,FYN
Q07666,P07947,0.442,KHDRBS1,YES1
Q07699,O15020,0.9,SCN1B,SPTBN2
Q07699,Q14524,0.987,SCN1B,SCN5A
Q07869,P19793,0.958,PPARA,RXRA
Q07869,Q13133,0.949,PPARA,NR1H3
Q07869,Q15596,0.961,PPARA,NCOA2
Q07869,Q6Q788,0.968,PPARA,APOA5
Q07869,Q9BYK8,0.965,PPARA,HELZ2
Q07889,O15520,0.909,SOS1,FGF1
Q07889,O95684,0.981,SOS1,FGFR1
Q07889,P01111,0.999,SOS1,HRAS
Q07889,P08631,0.972,SOS1,HCK
Q07889,P15498,0.957,SOS1,VAV1
Q07889,P15692,0.928,SOS1,VEGFA
Q07889,P27986,0.982,SOS1,PIK3R1
Q07889,P49771,0.9,SOS1,FLT3LG
Q07889,Q06187,0.921,SOS1,BTK
Q07889,Q8WU20,0.961,SOS1,FRS2
Q08050,P35222,0.789,FOXM1,CTNNB1
Q08209,O75052,0.921,PPP3CA,NOS1
Q08209,P17252,0.942,PPP3CA,PRKCA
Q08209,P31749,0.606,PPP3CA,AKT1
Q08289,A6NMK8,0.917,CACNB2,INS
Q08289,O00305,0.741,CACNB2,CACNB4
Q08289,O00555,0.978,CACNB2,CACNA1A
Q08289,O60840,0.986,CACNB2,CACNA1F
Q08289,P13591,0.911,CACNB2,NCAM1
Q08289,P21817,0.781,CACNB2,RYR1
Q08289,P54289,0.995,CACNB2,CACNA2D1
Q08289,P61764,0.905,CACNB2,STXBP1
Q08289,P62873,0.9,CACNB2,GNB1
Q08289,P62955,0.919,CACNB2,CACNG7
Q08289,Q00975,0.908,CACNB2,CACNA1B
Q08289,Q02641,0.959,CACNB2,CACNB1
Q08289,Q13698,0.989,CACNB2,CACNA1S
Q08289,Q15878,0.967,CACNB2,CACNA1E
Q08289,Q7Z3S7,0.973,CACNB2,CACNA2D4
Q08289,Q8IZS8,0.965,CACNB2,CACNA2D3
Q08289,Q96MF2,0.734,CACNB2,STAC3
Q08289,Q9NY47,0.986,CACNB2,CACNA2D2
Q08289,Q9UF02,0.903,CACNB2,CACNG5
Q08462,O14908,0.903,ADCY2,GIP
Q08462,O43314,0.924,ADCY2,VIP
Q08462,O95467,0.978,ADCY2,GNAS
Q08462,P01185,0.904,ADCY2,AVP
Q08462,P01189,0.923,ADCY2,POMC
Q08462,P01213,0.915,ADCY2,PDYN
Q08462,P01303,0.915,ADCY2,NPY
Q08462,P08172,0.91,ADCY2,CHRM2
Q08462,P08588,0.928,ADCY2,ADRB1
Q08462,P0C0P6,0.908,ADCY2,NPS
Q08462,P14416,0.956,ADCY2,DRD2
Q08462,P21554,0.919,ADCY2,CNR1
Q08462,P30542,0.934,ADCY2,ADORA1
Q08462,P34972,0.904,ADCY2,CNR2
Q08462,P34998,0.927,ADCY2,CRHR1
Q08462,P35372,0.914,ADCY2,OPRM1
Q08462,P35462,0.941,ADCY2,DRD3
Q08462,P48546,0.906,ADCY2,GIPR
Q08462,P51582,0.901,ADCY2,P2RY4
Q08462,P63096,0.942,ADCY2,GNAI1
Q08462,Q08499,0.807,ADCY2,PDE4D
Q08462,Q14416,0.906,ADCY2,GRM2
Q08462,Q14432,0.733,ADCY2,PDE3A
Q08462,Q14832,0.936,ADCY2,GRM3
Q08462,Q9NQS5,0.904,ADCY2,GPR84
Q08462,Q9UBS5,0.919,ADCY2,GABBR1
Q08499,O95622,0.832,PDE4D,ADCY5
Q08499,P07741,0.903,PDE4D,APRT
Q08499,P21817,0.8,PDE4D,RYR1
Q08499,P27144,0.916,PDE4D,AK3
Q08499,P30566,0.904,PDE4D,ADSL
Q08499,P51828,0.834,PDE4D,ADCY7
Q08499,Q96PN6,0.822,PDE4D,ADCY10
Q08752,E9PB15,0.991,PPID,PTGES3
Q08752,P07900,0.997,PPID,HSP90AA1
Q08752,P08238,0.991,PPID,HSP90AB1
Q08752,P11142,0.751,PPID,HSPA8
Q08752,P31948,0.966,PPID,STIP1
Q08828,O00230,0.9,ADCY1,CORT
Q08828,O43306,0.907,ADCY1,ADCY6
Q08828,O43314,0.93,ADCY1,VIP
Q08828,O95467,0.967,ADCY1,GNAS
Q08828,O95622,0.918,ADCY1,ADCY5
Q08828,P01185,0.908,ADCY1,AVP
Q08828,P01189,0.92,ADCY1,POMC
Q08828,P01210,0.902,ADCY1,PENK
Q08828,P01213,0.919,ADCY1,PDYN
Q08828,P01258,0.913,ADCY1,CALCA
Q08828,P01275,0.943,ADCY1,GCG
Q08828,P01303,0.908,ADCY1,NPY
Q08828,P07550,0.929,ADCY1,ADRB2
Q08828,P08754,0.957,ADCY1,GNAI3
Q08828,P08908,0.95,ADCY1,HTR1A
Q08828,P0C0P6,0.913,ADCY1,NPS
Q08828,P14416,0.953,ADCY1,DRD2
Q08828,P16066,0.6,ADCY1,NPR1
Q08828,P16473,0.924,ADCY1,TSHR
Q08828,P17252,0.938,ADCY1,PRKACA
Q08828,P20594,0.608,ADCY1,NPR2
Q08828,P21554,0.934,ADCY1,CNR1
Q08828,P21918,0.953,ADCY1,DRD5
Q08828,P28222,0.917,ADCY1,HTR1B
Q08828,P29275,0.935,ADCY1,ADORA2B
Q08828,P34969,0.921,ADCY1,HTR7
Q08828,P34972,0.904,ADCY1,CNR2
Q08828,P34998,0.926,ADCY1,CRHR1
Q08828,P35462,0.944,ADCY1,DRD3
Q08828,P51828,0.913,ADCY1,ADCY7
Q08828,P59768,0.937,ADCY1,GNG2
Q08828,P62873,0.946,ADCY1,GNB1
Q08828,P63096,0.945,ADCY1,GNAI1
Q08828,Q07343,0.817,ADCY1,PDE4B
Q08828,Q08462,0.947,ADCY1,ADCY2
Q08828,Q08499,0.813,ADCY1,PDE4D
Q08828,Q13324,0.911,ADCY1,CRHR2
Q08828,Q14416,0.916,ADCY1,GRM2
Q08828,Q14432,0.723,ADCY1,PDE3A
Q08828,Q14832,0.926,ADCY1,GRM3
Q08828,Q14833,0.927,ADCY1,GRM4
Q08828,Q8NFM4,0.912,ADCY1,ADCY4
Q08828,Q96G91,0.9,ADCY1,P2RY11
Q08828,Q9NQS5,0.904,ADCY1,GPR84
Q08828,Q9NSD7,0.911,ADCY1,RXFP3
Q08828,Q9UBS5,0.921,ADCY1,GABBR1
Q08828,Q9Y2T6,0.9,ADCY1,GPR55
Q09028,Q13547,0.998,RBBP4,HDAC1
Q09028,Q16576,0.995,RBBP4,RBBP7
Q09028,Q92769,0.997,RBBP4,HDAC2
Q09028,Q9BY41,0.965,RBBP4,HDAC8
Q09472,A0A1B0GVZ6,0.911,EP300,MBD3
Q09472,A0JLT2,0.955,EP300,MED1
Q09472,A1A5B4,0.999,EP300,TP53
Q09472,A5D8V6,0.949,EP300,PML
Q09472,A6ND01,0.979,EP300,JUN
Q09472,A6NFH5,0.911,EP300,FABP1
Q09472,D3DTV9,0.93,EP300,HOXB1
Q09472,O00220,0.961,EP300,TNF
Q09472,O00264,0.973,EP300,PGR
Q09472,O14633,0.925,EP300,LEP
Q09472,O15379,0.979,EP300,HDAC3
Q09472,O60240,0.902,EP300,PLIN1
Q09472,O60264,0.952,EP300,SMARCA5
Q09472,O60271,0.968,EP300,MAPK8
Q09472,O60423,0.97,EP300,FOS
Q09472,O75182,0.938,EP300,SIN3B
Q09472,O75376,0.986,EP300,NCOR1
Q09472,O75448,0.851,EP300,THRA
Q09472,O75592,0.979,EP300,MYC
Q09472,O75608,0.915,EP300,LPL
Q09472,O75674,0.742,EP300,SRC
Q09472,O94776,0.922,EP300,MTA2
Q09472,P03372,0.984,EP300,ESR1
Q09472,P04155,0.931,EP300,TFF1
Q09472,P07900,0.964,EP300,HSP90AA1
Q09472,P08047,0.972,EP300,SP1
Q09472,P08238,0.911,EP300,HSP90AB1
Q09472,P09016,0.924,EP300,HOXD4
Q09472,P0C0S5,0.971,EP300,H2AFZ
Q09472,P0DMV8,0.918,EP300,HSPA1A
Q09472,P10826,0.949,EP300,RARB
Q09472,P10828,0.777,EP300,THRB
Q09472,P11473,0.969,EP300,VDR
Q09472,P13631,0.941,EP300,RARG
Q09472,P17483,0.935,EP300,HOXB4
Q09472,P17676,0.985,EP300,CEBPB
Q09472,P19793,0.975,EP300,RXRA
Q09472,P23771,0.952,EP300,GATA3
Q09472,P26367,0.951,EP300,PAX6
Q09472,P28702,0.809,EP300,RXRB
Q09472,P29474,0.926,EP300,NOS3
Q09472,P31749,0.976,EP300,AKT1
Q09472,P37231,0.99,EP300,PPARG
Q09472,P38936,0.969,EP300,CDKN1A
Q09472,P40424,0.936,EP300,PBX1
Q09472,P48443,0.81,EP300,RXRG
Q09472,P48552,0.944,EP300,NRIP1
Q09472,P49711,0.969,EP300,CTCF
Q09472,P49715,0.972,EP300,CEBPA
Q09472,P50416,0.923,EP300,CPT1A
Q09472,P54652,0.905,EP300,HSPA2
Q09472,P56524,0.967,EP300,HDAC4
Q09472,P63279,0.963,EP300,UBE2I
Q09472,P84022,0.984,EP300,SMAD3
Q09472,Q00056,0.905,EP300,HOXA4
Q09472,Q04206,0.993,EP300,RELA
Q09472,Q05516,0.591,EP300,ZBTB16
Q09472,Q07869,0.968,EP300,PPARA
Q09472,Q09028,0.927,EP300,RBBP4
Q09472,Q12873,0.935,EP300,CHD3
Q09472,Q13133,0.965,EP300,NR1H3
Q09472,Q13485,0.972,EP300,SMAD4
Q09472,Q13547,0.991,EP300,HDAC1
Q09472,Q13950,0.665,EP300,RUNX2
Q09472,Q14686,0.977,EP300,NCOA6
Q09472,Q14839,0.966,EP300,CHD4
Q09472,Q15022,0.948,EP300,SUZ12
Q09472,Q15067,0.902,EP300,ACOX1
Q09472,Q15596,0.986,EP300,NCOA2
Q09472,Q15788,0.995,EP300,NCOA1
Q09472,Q15848,0.922,EP300,ADIPOQ
Q09472,Q15910,0.974,EP300,EZH2
Q09472,Q16576,0.924,EP300,RBBP7
Q09472,Q16777,0.98,EP300,HIST2H2AC
Q09472,Q16778,0.975,EP300,HIST2H2BE
Q09472,Q4ZG55,0.933,EP300,GREB1
Q09472,Q86YP4,0.913,EP300,GATAD2A
Q09472,Q8IZL8,0.956,EP300,PELP1
Q09472,Q92769,0.984,EP300,HDAC2
Q09472,Q92831,0.993,EP300,KAT2B
Q09472,Q96DB2,0.963,EP300,HDAC11
Q09472,Q96RI1,0.687,EP300,NR1H4
Q09472,Q96ST3,0.966,EP300,SIN3A
Q09472,Q9BY41,0.967,EP300,HDAC8
Q09472,Q9BY76,0.918,EP300,ANGPTL4
Q09472,Q9BYK8,0.915,EP300,HELZ2
Q09472,Q9BZK7,0.932,EP300,TBL1XR1
Q09472,Q9UBK2,0.955,EP300,PPARGC1A
Q09472,Q9UBN7,0.979,EP300,HDAC6
Q09472,Q9UIG0,0.914,EP300,BAZ1B
Q09472,Q9Y618,0.977,EP300,NCOR2
Q09472,Q9Y6Q9,0.995,EP300,NCOA3
Q10588,P00491,0.924,BST1,PNP
Q10588,Q4G0N4,0.9,BST1,NADK2
Q10588,Q6IA69,0.908,BST1,NADSYN1
Q10588,Q9BZQ4,0.92,BST1,NMNAT2
Q10588,Q9HAN9,0.935,BST1,NMNAT1
Q12791,A8MYU2,0.812,KCNMA1,KCNU1
Q12791,Q92952,0.955,KCNMA1,KCNN1
Q12791,Q9H2S1,0.947,KCNMA1,KCNN2
Q12791,Q9NPA1,0.986,KCNMA1,KCNMB3
Q12791,Q9UGI6,0.946,KCNMA1,KCNN3
Q12860,Q9NZ42,0.9,CNTN1,PSENEN
Q12866,P07225,0.968,MERTK,PROS1
Q12866,Q14393,0.992,MERTK,GAS6
Q12873,Q92769,0.993,CHD3,HDAC2
Q12879,O43166,0.906,GRIN2A,SIPA1L1
Q12879,O75052,0.951,GRIN2A,NOS1
Q12879,P01111,0.926,GRIN2A,HRAS
Q12879,P07196,0.94,GRIN2A,NEFL
Q12879,P42261,0.959,GRIN2A,GRIA1
Q12879,P42263,0.943,GRIN2A,GRIA3
Q12879,P78352,0.995,GRIN2A,DLG4
Q12879,P78509,0.954,GRIN2A,RELN
Q12879,Q13224,0.937,GRIN2A,GRIN2B
Q12879,Q13972,0.955,GRIN2A,RASGRF1
Q12879,Q9BUH8,0.918,GRIN2A,BEGAIN
Q12879,Q9UQM7,0.975,GRIN2A,CAMK2A
Q12913,P15692,0.93,PTPRJ,VEGFA
Q12933,O00220,0.999,TRAF2,TNF
Q12933,O14920,0.981,TRAF2,IKBKB
Q12933,O15111,0.981,TRAF2,CHUK
Q12933,O15519,0.994,TRAF2,CASP8
Q12933,P20333,0.98,TRAF2,TNFRSF1B
Q12933,Q13546,0.999,TRAF2,RIPK1
Q12955,O15020,0.942,ANK3,SPTB
Q12955,O15020,0.944,ANK3,SPTBN2
Q12955,O94856,0.992,ANK3,NFASC
Q12955,P02549,0.947,ANK3,SPTA1
Q12955,P35498,0.96,ANK3,SCN1A
Q12955,P35499,0.937,ANK3,SCN4A
Q12955,Q01082,0.969,ANK3,SPTBN1
Q12955,Q01118,0.926,ANK3,SCN7A
Q12955,Q01484,0.915,ANK3,ANK2
Q12955,Q07699,0.958,ANK3,SCN1B
Q12955,Q13813,0.961,ANK3,SPTAN1
Q12955,Q14524,0.984,ANK3,SCN5A
Q12955,Q15858,0.93,ANK3,SCN9A
Q12955,Q8IWT1,0.935,ANK3,SCN4B
Q12955,Q92823,0.987,ANK3,NRCAM
Q12955,Q99250,0.978,ANK3,SCN2A
Q12955,Q9NRC6,0.934,ANK3,SPTBN5
Q12955,Q9NY46,0.941,ANK3,SCN3A
Q12955,Q9NY72,0.936,ANK3,SCN3B
Q12955,Q9UI33,0.926,ANK3,SCN11A
Q12955,Q9UQD0,0.981,ANK3,SCN8A
Q12955,Q9Y5Y9,0.934,ANK3,SCN10A
Q12959,P24588,0.974,DLG1,AKAP5
Q12959,P42261,0.997,DLG1,GRIA1
Q12959,P42263,0.975,DLG1,GRIA3
Q12959,P78352,0.931,DLG1,DLG4
Q12959,Q12879,0.804,DLG1,GRIN2A
Q12959,Q13224,0.788,DLG1,GRIN2B
Q12959,Q13554,0.936,DLG1,CAMK2B
Q12959,Q9UQM7,0.969,DLG1,CAMK2A
Q13009,O14613,0.987,TIAM1,CDC42
Q13009,O75674,0.969,TIAM1,SRC
Q13009,P01111,0.934,TIAM1,NRAS
Q13009,P01111,0.97,TIAM1,HRAS
Q13009,P20783,0.915,TIAM1,NTF3
Q13009,P20827,0.929,TIAM1,EFNA1
Q13009,P23560,0.965,TIAM1,BDNF
Q13009,P29317,0.957,TIAM1,EPHA2
Q13009,P52735,0.869,TIAM1,VAV2
Q13009,P60763,0.967,TIAM1,RAC3
Q13009,P61586,0.98,TIAM1,RHOA
Q13009,P63000,0.985,TIAM1,RAC1
Q13009,Q00535,0.932,TIAM1,CDK5
Q13009,Q02156,0.938,TIAM1,PRKCE
Q13009,Q13224,0.931,TIAM1,GRIN2B
Q13009,Q16288,0.936,TIAM1,NTRK3
Q13033,P67775,0.926,STRN3,PPP2CA
Q13093,O15496,0.882,PLA2G7,PLA2G10
Q13093,O60733,0.842,PLA2G7,PLA2G6
Q13093,P04054,0.97,PLA2G7,PLA2G1B
Q13093,P08519,0.905,PLA2G7,LPA
Q13093,P14555,0.879,PLA2G7,PLA2G2A
Q13093,P43034,0.948,PLA2G7,PAFAH1B1
Q13093,P47712,0.896,PLA2G7,PLA2G4A
Q13093,P68402,0.856,PLA2G7,PAFAH1B2
Q13093,Q15102,0.837,PLA2G7,PAFAH1B3
Q13093,Q3MJ16,0.863,PLA2G7,PLA2G4E
Q13093,Q643R3,0.842,PLA2G7,LPCAT4
Q13093,Q8NF37,0.91,PLA2G7,LPCAT1
Q13094,O75674,0.827,LCP2,SRC
Q13094,P04234,0.953,LCP2,CD3D
Q13094,P06239,0.989,LCP2,LCK
Q13094,P06241,0.985,LCP2,FYN
Q13094,P07948,0.987,LCP2,LYN
Q13094,P15498,0.997,LCP2,VAV1
Q13094,P19174,0.969,LCP2,PLCG1
Q13094,P22681,0.978,LCP2,CBL
Q13094,P30273,0.959,LCP2,FCER1G
Q13111,O14497,0.91,CHAF1A,ARID1A
